============================================================================================================
Arguments =
	approach: eeil
	batch_size: 100
	clipping: 10000
	datasets: ['mnist']
	eval_on_train: False
	exp_name: None
	fix_bn: False
	gpu: 3
	gridsearch_tasks: -1
	keep_existing_head: False
	last_layer_analysis: False
	log: ['disk']
	lr: 0.05
	lr_factor: 1.0
	lr_min: 0.0001
	lr_patience: 5
	momentum: 0.9
	multi_softmax: False
	nc_first_task: 2
	nepochs: 100
	network: resnet18
	no_cudnn_deterministic: False
	num_tasks: 5
	num_workers: 4
	pin_memory: False
	pretrained: False
	results_path: ../mnist_eeil_result5t
	save_models: False
	seed: 1
	stop_at_task: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0002
============================================================================================================
Approach arguments =
	T: 2.0
	lamb: 1.0
	lr_finetuning_factor: 0.01
	nepochs_finetuning: 40
	noise_grad: False
============================================================================================================
Exemplars dataset arguments =
	exemplar_selection: random
	num_exemplars: 0
	num_exemplars_per_class: 500
============================================================================================================
WARNING: ../mnist_eeil_result5t/mnist_eeil already exists!
[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  4.5s | Train: skip eval | Valid: time=  0.7s loss=0.004, TAw acc= 99.8% | *
| Epoch   9, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.007, TAw acc= 99.8% |
| Epoch  10, time=  2.9s | Train: skip eval | Valid: time=  1.3s loss=0.005, TAw acc=100.0% |
| Epoch  11, time=  3.1s | Train: skip eval | Valid: time=  0.6s loss=0.009, TAw acc= 99.9% |
| Epoch  12, time=  2.9s | Train: skip eval | Valid: time=  0.7s loss=0.004, TAw acc= 99.9% |
| Epoch  13, time=  3.0s | Train: skip eval | Valid: time=  0.9s loss=0.005, TAw acc=100.0% | lr=5.0e-02
| Epoch  14, time=  2.9s | Train: skip eval | Valid: time=  0.8s loss=0.006, TAw acc=100.0% |
| Epoch  15, time=  3.1s | Train: skip eval | Valid: time=  0.8s loss=0.006, TAw acc= 99.9% |
| Epoch  16, time=  2.9s | Train: skip eval | Valid: time=  0.9s loss=0.011, TAw acc= 99.9% |
| Epoch  17, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.017, TAw acc= 99.9% |
| Epoch  18, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.007, TAw acc=100.0% | lr=5.0e-02
| Epoch  19, time=  3.0s | Train: skip eval | Valid: time=  1.3s loss=0.005, TAw acc= 99.9% |
| Epoch  20, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.006, TAw acc=100.0% |
| Epoch  21, time=  2.9s | Train: skip eval | Valid: time=  0.5s loss=0.002, TAw acc=100.0% | *
| Epoch  22, time=  3.0s | Train: skip eval | Valid: time=  1.4s loss=0.005, TAw acc= 99.9% |
| Epoch  23, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.005, TAw acc=100.0% |
| Epoch  24, time=  3.1s | Train: skip eval | Valid: time=  0.6s loss=0.007, TAw acc=100.0% |
| Epoch  25, time=  3.1s | Train: skip eval | Valid: time=  1.1s loss=0.007, TAw acc=100.0% |
| Epoch  26, time=  3.0s | Train: skip eval | Valid: time=  0.5s loss=0.009, TAw acc=100.0% | lr=5.0e-02
| Epoch  27, time=  3.1s | Train: skip eval | Valid: time=  0.5s loss=0.005, TAw acc=100.0% |
| Epoch  28, time=  2.8s | Train: skip eval | Valid: time=  1.1s loss=0.055, TAw acc= 99.2% |
| Epoch  29, time=  3.0s | Train: skip eval | Valid: time=  0.8s loss=0.005, TAw acc= 99.9% |
| Epoch  30, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.009, TAw acc=100.0% |
| Epoch  31, time=  2.9s | Train: skip eval | Valid: time=  1.5s loss=0.005, TAw acc= 99.9% | lr=5.0e-02
| Epoch  32, time=  3.0s | Train: skip eval | Valid: time=  0.7s loss=0.003, TAw acc=100.0% |
| Epoch  33, time=  3.0s | Train: skip eval | Valid: time=  0.5s loss=0.005, TAw acc=100.0% |
| Epoch  34, time=  2.8s | Train: skip eval | Valid: time=  1.5s loss=0.005, TAw acc=100.0% |
| Epoch  35, time=  2.8s | Train: skip eval | Valid: time=  0.7s loss=0.008, TAw acc=100.0% |
| Epoch  36, time=  3.0s | Train: skip eval | Valid: time=  0.5s loss=0.003, TAw acc=100.0% | lr=5.0e-02
| Epoch  37, time=  2.9s | Train: skip eval | Valid: time=  1.4s loss=0.005, TAw acc=100.0% |
| Epoch  38, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.009, TAw acc= 99.8% |
| Epoch  39, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.007, TAw acc=100.0% |
| Epoch  40, time=  2.8s | Train: skip eval | Valid: time=  1.2s loss=0.005, TAw acc=100.0% |
| Epoch  41, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.010, TAw acc= 99.8% | lr=5.0e-02
| Epoch  42, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.012, TAw acc= 99.8% |
| Epoch  43, time=  3.0s | Train: skip eval | Valid: time=  1.2s loss=0.006, TAw acc= 99.8% |
| Epoch  44, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.004, TAw acc= 99.9% |
| Epoch  45, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.008, TAw acc=100.0% |
| Epoch  46, time=  2.9s | Train: skip eval | Valid: time=  1.3s loss=0.008, TAw acc= 99.9% | lr=5.0e-02
| Epoch  47, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.004, TAw acc=100.0% |
| Epoch  48, time=  3.0s | Train: skip eval | Valid: time=  0.8s loss=0.017, TAw acc= 99.6% |
| Epoch  49, time=  2.9s | Train: skip eval | Valid: time=  1.1s loss=0.006, TAw acc=100.0% |
| Epoch  50, time=  3.2s | Train: skip eval | Valid: time=  0.6s loss=0.016, TAw acc=100.0% |
| Epoch  51, time=  2.9s | Train: skip eval | Valid: time=  0.7s loss=0.005, TAw acc=100.0% | lr=5.0e-02
| Epoch  52, time=  3.0s | Train: skip eval | Valid: time=  1.0s loss=0.003, TAw acc=100.0% |
| Epoch  53, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.005, TAw acc=100.0% |
| Epoch  54, time=  3.0s | Train: skip eval | Valid: time=  0.8s loss=0.006, TAw acc=100.0% |
| Epoch  55, time=  2.9s | Train: skip eval | Valid: time=  1.4s loss=0.009, TAw acc= 99.9% |
| Epoch  56, time=  2.9s | Train: skip eval | Valid: time=  0.7s loss=0.009, TAw acc=100.0% | lr=5.0e-02
| Epoch  57, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.004, TAw acc=100.0% |
| Epoch  58, time=  2.9s | Train: skip eval | Valid: time=  0.9s loss=0.012, TAw acc= 99.8% |
| Epoch  59, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.005, TAw acc=100.0% |
| Epoch  60, time=  2.9s | Train: skip eval | Valid: time=  0.7s loss=0.009, TAw acc= 99.7% |
| Epoch  61, time=  3.1s | Train: skip eval | Valid: time=  0.7s loss=0.007, TAw acc= 99.9% | lr=5.0e-02
| Epoch  62, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.005, TAw acc=100.0% |
| Epoch  63, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.006, TAw acc=100.0% |
| Epoch  64, time=  3.1s | Train: skip eval | Valid: time=  1.3s loss=0.004, TAw acc=100.0% |
| Epoch  65, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.003, TAw acc=100.0% |
| Epoch  66, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.013, TAw acc= 99.9% | lr=5.0e-02
| Epoch  67, time=  4.1s | Train: skip eval | Valid: time=  0.9s loss=0.006, TAw acc=100.0% |
| Epoch  68, time=  2.9s | Train: skip eval | Valid: time=  0.5s loss=0.006, TAw acc=100.0% |
| Epoch  69, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.010, TAw acc=100.0% |
| Epoch  70, time=  3.0s | Train: skip eval | Valid: time=  0.9s loss=0.005, TAw acc=100.0% |
| Epoch  71, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.010, TAw acc=100.0% | lr=5.0e-02
| Epoch  72, time=  3.0s | Train: skip eval | Valid: time=  0.8s loss=0.014, TAw acc= 99.8% |
| Epoch  73, time=  3.1s | Train: skip eval | Valid: time=  1.1s loss=0.018, TAw acc=100.0% |
| Epoch  74, time=  3.1s | Train: skip eval | Valid: time=  0.8s loss=0.007, TAw acc= 99.9% |
| Epoch  75, time=  3.1s | Train: skip eval | Valid: time=  0.8s loss=0.004, TAw acc=100.0% |
| Epoch  76, time=  2.9s | Train: skip eval | Valid: time=  0.8s loss=0.007, TAw acc= 99.9% | lr=5.0e-02
| Epoch  77, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.004, TAw acc=100.0% |
| Epoch  78, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.004, TAw acc=100.0% |
| Epoch  79, time=  2.8s | Train: skip eval | Valid: time=  1.2s loss=0.005, TAw acc=100.0% |
| Epoch  80, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.006, TAw acc=100.0% |
| Epoch  81, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.014, TAw acc= 99.9% | lr=5.0e-02
| Epoch  82, time=  3.0s | Train: skip eval | Valid: time=  1.3s loss=0.007, TAw acc=100.0% |
| Epoch  83, time=  2.9s | Train: skip eval | Valid: time=  0.7s loss=0.011, TAw acc= 99.7% |
| Epoch  84, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.004, TAw acc=100.0% |
| Epoch  85, time=  2.9s | Train: skip eval | Valid: time=  1.2s loss=0.008, TAw acc= 99.9% |
| Epoch  86, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.012, TAw acc=100.0% | lr=5.0e-02
| Epoch  87, time=  3.0s | Train: skip eval | Valid: time=  0.6s loss=0.006, TAw acc=100.0% |
| Epoch  88, time=  3.1s | Train: skip eval | Valid: time=  1.2s loss=0.007, TAw acc= 99.9% |
| Epoch  89, time=  3.1s | Train: skip eval | Valid: time=  0.6s loss=0.006, TAw acc= 99.9% |
| Epoch  90, time=  2.9s | Train: skip eval | Valid: time=  0.7s loss=0.008, TAw acc=100.0% |
| Epoch  91, time=  2.8s | Train: skip eval | Valid: time=  1.4s loss=0.013, TAw acc= 99.7% | lr=5.0e-02
| Epoch  92, time=  2.9s | Train: skip eval | Valid: time=  0.6s loss=0.013, TAw acc= 99.8% |
| Epoch  93, time=  3.0s | Train: skip eval | Valid: time=  0.7s loss=0.008, TAw acc= 99.8% |
| Epoch  94, time=  3.1s | Train: skip eval | Valid: time=  1.1s loss=0.038, TAw acc= 99.7% |
| Epoch  95, time=  3.0s | Train: skip eval | Valid: time=  0.5s loss=0.013, TAw acc= 99.8% |
| Epoch  96, time=  2.8s | Train: skip eval | Valid: time=  0.6s loss=0.007, TAw acc=100.0% | lr=5.0e-02
| Epoch  97, time=  3.0s | Train: skip eval | Valid: time=  1.4s loss=0.077, TAw acc=100.0% |
| Epoch  98, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=0.006, TAw acc= 99.7% |
| Epoch  99, time=  3.1s | Train: skip eval | Valid: time=  0.5s loss=0.003, TAw acc=100.0% |
| Epoch 100, time=  3.1s | Train: skip eval | Valid: time=  1.0s loss=0.007, TAw acc=100.0% |
| Epoch   1, time=  1.1s | Train: skip eval | Valid: time=  0.7s loss=0.002, TAw acc= 99.9% | *
| Epoch   2, time=  0.9s | Train: skip eval | Valid: time=  0.6s loss=0.002, TAw acc= 99.9% |
| Epoch   3, time=  1.0s | Train: skip eval | Valid: time=  0.7s loss=0.003, TAw acc= 99.8% |
| Epoch   4, time=  1.0s | Train: skip eval | Valid: time=  0.6s loss=0.004, TAw acc= 99.9% |
| Epoch   5, time=  1.0s | Train: skip eval | Valid: time=  0.7s loss=0.004, TAw acc= 99.9% |
| Epoch   6, time=  1.0s | Train: skip eval | Valid: time=  0.6s loss=0.005, TAw acc= 99.9% | lr=5.0e-04
| Epoch   7, time=  1.8s | Train: skip eval | Valid: time=  0.6s loss=0.001, TAw acc= 99.9% | *
| Epoch   8, time=  1.0s | Train: skip eval | Valid: time=  0.5s loss=0.002, TAw acc= 99.9% |
| Epoch   9, time=  0.9s | Train: skip eval | Valid: time=  0.6s loss=0.003, TAw acc= 99.9% |
| Epoch  10, time=  1.0s | Train: skip eval | Valid: time=  0.8s loss=0.004, TAw acc= 99.9% |
| Epoch  11, time=  0.9s | Train: skip eval | Valid: time=  0.5s loss=0.004, TAw acc= 99.9% |
| Epoch  12, time=  0.9s | Train: skip eval | Valid: time=  0.6s loss=0.005, TAw acc= 99.9% | lr=5.0e-04
| Epoch  13, time=  0.8s | Train: skip eval | Valid: time=  0.6s loss=0.001, TAw acc= 99.9% |
| Epoch  14, time=  1.6s | Train: skip eval | Valid: time=  0.7s loss=0.002, TAw acc= 99.9% |
| Epoch  15, time=  1.1s | Train: skip eval | Valid: time=  0.7s loss=0.004, TAw acc= 99.9% |
| Epoch  16, time=  1.1s | Train: skip eval | Valid: time=  0.7s loss=0.004, TAw acc= 99.9% |
| Epoch  17, time=  1.0s | Train: skip eval | Valid: time=  0.5s loss=0.005, TAw acc= 99.9% | lr=5.0e-04
| Epoch  18, time=  0.9s | Train: skip eval | Valid: time=  0.8s loss=0.001, TAw acc=100.0% | *
| Epoch  19, time=  1.0s | Train: skip eval | Valid: time=  0.5s loss=0.002, TAw acc= 99.9% |
| Epoch  20, time=  0.9s | Train: skip eval | Valid: time=  1.5s loss=0.003, TAw acc= 99.9% |
| Epoch  21, time=  0.9s | Train: skip eval | Valid: time=  0.6s loss=0.004, TAw acc= 99.9% |
| Epoch  22, time=  1.2s | Train: skip eval | Valid: time=  0.5s loss=0.004, TAw acc= 99.9% |
| Epoch  23, time=  1.0s | Train: skip eval | Valid: time=  0.6s loss=0.005, TAw acc= 99.9% | lr=5.0e-04
